customer_search_term,impressions,clicks,spend,14_day_total_sales,14_day_total_orders,match_type,date,campaign_name,ad_group_name 
big pillows for bed,14,2,53.63,0,0,TARGETING_EXPRESSION,2026-05-03,SPCT | Pillow | Cloud | Category,SPCT | Pillow | Cloud | Category
big pillows for bed,22,2,60.29,0,0,TARGETING_EXPRESSION,2026-05-04,SPCT | Pillow | Cloud | Category,SPCT | Pillow | Cloud | Category
big pillows for bed,22,3,74.97,0,0,TARGETING_EXPRESSION,2026-05-05,SPCT | Pillow | Cloud | Category,SPCT | Pillow | Cloud | Category
big pillows for bed,32,2,80.8,0,0,TARGETING_EXPRESSION,2026-05-08,SPCT | Pillow | Cloud | Category,SPCT | Pillow | Cloud | Category
big pillows for bed,44,3,99.69,1609.32,1,TARGETING_EXPRESSION,2026-05-11,SPCT | Pillow | Cloud | Category,SPCT | Pillow | Cloud | Category
big pillows for bed 29,1,1,18.6,0,0,PHRASE,2026-05-09,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big pillows set 2,3,1,28.03,0,0,PHRASE,2026-05-09,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big round pillows for bed,1,1,13.17,0,0,PHRASE,2026-05-04,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
big satin pillow cover envelope type,1,1,14.71,0,0,PHRASE,2026-05-05,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
big size bed,1,1,25.06,0,0,TARGETING_EXPRESSION,2026-05-10,SPPT | Mattress | Original | Competition,Original
big size cuddle pillow,19,1,23.5,0,0,PHRASE,2026-05-09,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
big size fluffy pillows,7,1,27.7,0,0,PHRASE,2026-05-10,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big size memory foam pillow,2,1,34.77,0,0,PHRASE,2026-05-08,SPKT | PILLOW | Contour Ortho | Generic | BMM,Ad group - 27/12/2024 17:10:49.867
big size memory foam pillow,2,1,49.3,0,0,TARGETING_EXPRESSION,2026-05-08,SPCT | Pillow | Hybrid | Category,SPCT | Pillow | Hybrid | Category
big size pillow,62,1,36.28,0,0,PHRASE,2026-05-04,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big size pillow,69,1,20.13,0,0,PHRASE,2026-05-08,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big size pillow,93,1,30.5,0,0,PHRASE,2026-05-09,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big size pillow,97,1,30.52,0,0,PHRASE,2026-05-10,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big size pillow,15,2,29.79,0,0,TARGETING_EXPRESSION,2026-05-03,SPCT | Pillow | Cloud | Category,SPCT | Pillow | Cloud | Category
big size pillow,3,1,13.37,0,0,TARGETING_EXPRESSION,2026-05-03,SPCT | Pillow | Hybrid | Category,SPCT | Pillow | Hybrid | Category
big size pillow,2,1,1.3,1219.49,1,TARGETING_EXPRESSION,2026-05-08,SPCT | Pillow | Hybrid | Category,SPCT | Pillow | Hybrid | Category
big size pillow 2 0 × 3 6 inches,2,1,27.21,0,0,PHRASE,2026-05-06,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big size pillow carrot shape,3,1,13.14,0,0,PHRASE,2026-05-07,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
big size pillow cover cotton,18,1,10.35,0,0,PHRASE,2026-05-03,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
big size pillow cover cotton,2,2,29.77,0,0,PHRASE,2026-05-05,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
big size pillow covers cotton,3,1,9.6,0,0,PHRASE,2026-05-10,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
big size pillow covers cotton king size,8,1,8.32,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-07,SPKT | BEDDING | Cotton Fitted Bedsheet | Auto,Ad group - 9/1/2025 17:52:14.000
big size pillow for sofa,1,1,18.99,0,0,PHRASE,2026-05-07,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
big size pillows,6,1,27.07,0,0,PHRASE,2026-05-04,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big size pillows 36x48 inch,2,1,32.72,0,0,PHRASE,2026-05-06,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big size pillows for bed king size,11,2,58.77,0,0,PHRASE,2026-05-05,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big size pillows for bed king size,7,1,39.0,0,0,PHRASE,2026-05-08,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big sleeping pillow hugging,15,1,13.35,0,0,PHRASE,2026-05-06,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
big sleeping pillow hugging,26,1,19.49,0,0,PHRASE,2026-05-11,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
big sleeping pillow hugging adults,2,1,21.04,0,0,PHRASE,2026-05-10,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
big soft luxury pillow,2,1,29.93,0,0,PHRASE,2026-05-10,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
big soft pillows for side,4,1,29.93,0,0,PHRASE,2026-05-09,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
bigger pillows,2,1,29.93,0,0,PHRASE,2026-05-04,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
bigger size pillow,1,1,38.41,0,0,TARGETING_EXPRESSION,2026-05-07,SPCT | Pillow | Cloud | Category,SPCT | Pillow | Cloud | Category
biggest size pillow,7,1,32.36,0,0,PHRASE,2026-05-10,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
biggest size pillow 2030,2,1,27.21,0,0,PHRASE,2026-05-08,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
biggest size pillow 2031,10,1,22.51,0,0,PHRASE,2026-05-08,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
billows combo offer,2,1,32.75,0,0,TARGETING_EXPRESSION,2026-05-10,SPCT | Pillow | Microfiber Slim | Category,SPCT | Pillow | Microfiber Slim | Category
bistar gadda,27,1,12.55,0,0,TARGETING_EXPRESSION,2026-05-10,SPPT | Mattress | Foldable | Competition,SPPT | Mattress | Foldable | Competition |
bistar gadda,8,1,27.81,0,0,TARGETING_EXPRESSION,2026-05-10,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
bistar gadda,24,1,24.98,0,0,TARGETING_EXPRESSION,2026-05-11,SPCT | Mattress | Foldable | Category,SPCT | Mattress | Foldable | Category
bister mattress,12,3,82.2,0,0,PHRASE,2026-05-10,SPKT | MATTRESS | Latex | Generic | All Size | Phrase,King
bister mattress,1,1,13.97,0,0,PHRASE,2026-05-10,SPKT | MATTRESS | Latex | Generic | All Size | Phrase,Single
bisterr mattress,3,1,30.54,0,0,PHRASE,2026-05-10,SPKT | MATTRESS | Latex | Generic | All Size | Phrase,King
black and pink comforter,4,1,16.02,0,0,PHRASE,2026-05-05,SPKT | BEDDING | COMFORTOR | GENERIC | PHRASE {},PHRASE
black berry mattress,1,1,44.36,0,0,PHRASE,2026-05-07,SPKT | MATTRESS | Latex | Generic | All Size | Phrase,Queen
black comforter,6,1,10.51,0,0,PHRASE,2026-05-04,SPKT | BEDDING | Comforters | Generic | Phrase,Exact
black double bed comforter,33,1,5.81,0,0,PHRASE,2026-05-10,SPKT | BEDDING | Comforters | Generic | Phrase,Exact
black double bed comforter,37,1,14.59,0,0,PHRASE,2026-05-11,SPKT | BEDDING | Comforters | Generic | Phrase,Exact
black pillow cover,23,1,15.77,0,0,PHRASE,2026-05-10,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
black support pillow cover,4,1,26.48,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-07,Wedge Pillow - Manoj,Wedge Pillow
blaimore memory foam pillow,7,1,20.97,0,0,PHRASE,2026-05-11,SPKT | PILLOW | Contour Ortho | Generic | BMM,Ad group - 27/12/2024 17:10:49.867
blairmore cervical pillow for neck pain,88,1,19.71,0,0,BROAD,2026-05-03,SPKT | PILLOW | Contour Ortho | Generic | BMM,Ad group - 27/12/2024 17:10:49.867
blanket,18,1,6.28,0,0,PHRASE,2026-05-06,SPKT | BEDDING | COMFORTOR | GENERIC | PHRASE {},PHRASE
blanket,5,1,7.94,0,0,PHRASE,2026-05-11,SPKT | BEDDING | COMFORTOR | GENERIC | PHRASE {},PHRASE
blanket cover king size,302,1,6.67,0,0,EXACT,2026-05-03,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover king size,277,1,9.01,0,0,EXACT,2026-05-04,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover king size,254,2,17.83,0,0,EXACT,2026-05-06,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover king size,310,1,11.27,0,0,EXACT,2026-05-07,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover king size,315,2,17.8,0,0,EXACT,2026-05-09,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover king size,410,4,55.4,0,0,EXACT,2026-05-10,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover king size,354,2,23.01,0,0,EXACT,2026-05-11,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover single bed,333,1,9.02,0,0,EXACT,2026-05-03,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover single bed,58,1,14.45,0,0,EXACT,2026-05-07,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover single bed,122,1,14.73,0,0,EXACT,2026-05-08,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket cover single bed,474,4,43.65,0,0,EXACT,2026-05-09,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
blanket for summer,5,1,26.26,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-10,SPKT | BEDDING | Comforter | Auto,Auto
blanket for winter comforter,17,1,17.77,0,0,PHRASE,2026-05-06,SPKT | BEDDING | COMFORTOR | GENERIC | PHRASE {},PHRASE
blanket winter 400 gsm,2,1,8.0,0,0,PHRASE,2026-05-03,SPKT | BEDDING | COMFORTOR | GENERIC | PHRASE {},PHRASE
blankets cover king size,2,1,7.89,0,0,EXACT,2026-05-03,SPKT | BEDDING | Duvet Cover | Auto_SPAutoToSPManualKW_2025-08-08 16:14:47.0,SleepyCat- Bedsheets and Pillow Covers
block print comforter double bed,6,1,14.86,0,0,PHRASE,2026-05-11,SPKT | BEDDING | Comforters | Generic | Phrase,Exact
blosterster pillow,5,1,27.4,0,0,PHRASE,2026-05-10,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
blosterster pillow cover,6,1,13.24,0,0,PHRASE,2026-05-05,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
blow up mattress,120,1,22.78,0,0,PHRASE,2026-05-08,SPKT | MATTRESS | Original | Generic | All Size | Phrase,Phrase
blowable mattress,1,1,11.46,0,0,TARGETING_EXPRESSION,2026-05-03,SPPT | Mattress | Foldable | Competition,SPPT | Mattress | Foldable | Competition |
blue bedsheet with side pocket,5,1,12.37,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-09,SPKT | BEDDING | Cotton Fitted Bedsheet | Auto,Ad group - 9/1/2025 17:52:14.000
blue cotton duvet cover,3,1,10.74,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-11,SPKT | BEDDING | Duvet Cover | Auto,Ad group - 9/1/2025 17:48:36.573
blue cotton yarn,115,1,10.07,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-11,SPKT | BEDDING | Duvet Cover | Auto,Ad group - 9/1/2025 17:48:36.573
blue duvet with button,19,1,12.95,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-04,SPKT | BEDDING | Duvet Cover | Auto,Ad group - 9/1/2025 17:48:36.573
blue pillow covers 20 x 30 inches,15,1,32.23,0,0,PHRASE,2026-05-10,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
blue single duvet cover,7,1,15.94,1591.43,1,TARGETING_EXPRESSION_PREDEFINED,2026-05-08,SPKT | BEDDING | Duvet Cover | Auto,Ad group - 9/1/2025 17:48:36.573
blue white ruffle pillow cover,1,1,12.19,0,0,PHRASE,2026-05-10,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
blumuno,39,1,2.91,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-04,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
blumuno,72,1,2.91,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-05,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
blumuno,127,3,8.59,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-06,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
blumuno,49,1,2.91,5083.9,1,TARGETING_EXPRESSION_PREDEFINED,2026-05-09,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
blumuno,37,2,5.82,0,0,TARGETING_EXPRESSION_PREDEFINED,2026-05-10,SPA | Mattress | Foldable Mattress | Auto,Foldable Mattress
body cooling mattress,72,1,24.98,0,0,PHRASE,2026-05-09,SPKT | MATTRESS | Latex | Generic | All Size | Phrase,King
body cooling mattress,6,1,36.28,0,0,PHRASE,2026-05-06,SPKT | MATTRESS | Latex | Generic | All Size | Phrase,Queen
body cooling mattress,8,1,20.0,0,0,PHRASE,2026-05-06,SPKT | MATTRESS | Original | Generic | All Size | Phrase,Phrase
body cooling mattress,5,1,18.37,0,0,TARGETING_EXPRESSION,2026-05-08,SPPT | BEDDING | MF MATTRESS | TOPPER | COMPETITION + CATEGORY {},MF TOPPER
body cuddle pillow,2,1,25.0,0,0,PHRASE,2026-05-03,SPKT | PILLOW | Cuddle | BMM | Generic,Ad group - 26/12/2024 17:06:35.772
body hug pillow,4,1,12.65,0,0,PHRASE,2026-05-06,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body hug pillow,4,1,11.52,0,0,PHRASE,2026-05-10,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body hugging pillow,3,1,13.61,1439.83,1,BROAD,2026-05-05,SPKT | PILLOW | Cuddle | BMM | Generic,Ad group - 26/12/2024 17:06:35.772
body hugging pillow,20,1,15.3,0,0,PHRASE,2026-05-07,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pain relief mattress,9,1,55.12,0,0,PHRASE,2026-05-11,SPKT | MATTRESS | Latex | Generic | All Size | Phrase,King
body pillow,24,1,11.51,0,0,BROAD,2026-05-04,SPKT | PILLOW | Cuddle | BMM | Generic,Ad group - 26/12/2024 17:06:35.772
body pillow,11,1,24.05,0,0,BROAD,2026-05-06,SPKT | PILLOW | Cuddle | BMM | Generic,Ad group - 26/12/2024 17:06:35.772
body pillow,58,4,80.64,0,0,BROAD,2026-05-11,SPKT | PILLOW | Cuddle | BMM | Generic,Ad group - 26/12/2024 17:06:35.772
body pillow,87,1,20.27,0,0,PHRASE,2026-05-09,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
body pillow,81,1,35.51,0,0,PHRASE,2026-05-11,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
body pillow,29,5,168.08,0,0,TARGETING_EXPRESSION,2026-05-04,SPPT | BEDDING | Pillow Cases| ASIN,SPPT | BEDDING | Pillow Cases| ASIN
body pillow,149,5,175.16,0,0,TARGETING_EXPRESSION,2026-05-05,SPPT | BEDDING | Pillow Cases| ASIN,SPPT | BEDDING | Pillow Cases| ASIN
body pillow,155,12,470.63,475.24,1,TARGETING_EXPRESSION,2026-05-06,SPPT | BEDDING | Pillow Cases| ASIN,SPPT | BEDDING | Pillow Cases| ASIN
body pillow,38,2,69.83,0,0,TARGETING_EXPRESSION,2026-05-07,SPPT | BEDDING | Pillow Cases| ASIN,SPPT | BEDDING | Pillow Cases| ASIN
body pillow,300,8,150.16,1439.83,1,EXACT,2026-05-04,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow,365,6,147.67,0,0,EXACT,2026-05-05,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow,975,15,312.63,2879.66,2,EXACT,2026-05-06,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow,618,13,276.48,3354.9,3,EXACT,2026-05-07,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow,606,16,405.62,3061.68,3,EXACT,2026-05-08,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow,801,12,272.59,474.0,1,EXACT,2026-05-09,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow,1238,12,218.09,1270.34,1,EXACT,2026-05-10,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow,1051,16,326.43,2540.68,2,EXACT,2026-05-11,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow,5,2,29.48,0,0,PHRASE,2026-05-11,SPKT | Pillow | MF Small | Memory Foam | Generic | Exact + Phrase {},Small MF Pillow
body pillow 3 seater,1,1,1.0,0,0,BROAD,2026-05-04,SPKT | PILLOW | Cuddle | BMM | Generic,Ad group - 26/12/2024 17:06:35.772
body pillow 60,14,1,13.01,0,0,PHRASE,2026-05-06,SPKT | Pillow | MF Small | Memory Foam | Generic | Exact + Phrase {},Small MF Pillow
body pillow 60 inch,2,1,16.31,0,0,PHRASE,2026-05-11,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow 70 inch,2,1,21.04,0,0,PHRASE,2026-05-04,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow anime,10,1,23.58,0,0,PHRASE,2026-05-06,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
body pillow case,13,1,14.76,0,0,PHRASE,2026-05-09,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
body pillow case with zipper,87,1,18.91,0,0,PHRASE,2026-05-09,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
body pillow case with zipper,244,2,27.81,1744.34,2,PHRASE,2026-05-10,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
body pillow cover,249,3,25.2,0,0,PHRASE,2026-05-03,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow cover,184,2,21.56,0,0,PHRASE,2026-05-07,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow cover,60,1,7.85,0,0,PHRASE,2026-05-08,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow cover,163,1,9.33,0,0,PHRASE,2026-05-11,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow cover 18x54,3,1,13.5,0,0,PHRASE,2026-05-11,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
body pillow cover 54 x 20,4,1,10.5,0,0,PHRASE,2026-05-11,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
body pillow cover cotton,10,1,13.95,0,0,PHRASE,2026-05-11,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
body pillow cover cotton,40,1,7.27,0,0,PHRASE,2026-05-05,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
body pillow cover cotton,57,3,48.41,0,0,PHRASE,2026-05-08,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
body pillow firm,3,1,21.04,0,0,PHRASE,2026-05-09,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow for men,2,1,12.35,0,0,PHRASE,2026-05-09,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow for side sleeping,6,1,17.35,0,0,BROAD,2026-05-04,SPKT | PILLOW | Cuddle | BMM | Generic,Ad group - 26/12/2024 17:06:35.772
body pillow for side sleeping for men,30,2,48.01,0,0,BROAD,2026-05-10,SPKT | PILLOW | Cuddle | BMM | Generic,Ad group - 26/12/2024 17:06:35.772
body pillow for sleeping,16,1,20.35,0,0,BROAD,2026-05-11,SPKT | PILLOW | Cuddle | BMM | Generic,Ad group - 26/12/2024 17:06:35.772
body pillow for sleeping,9,1,37.55,0,0,PHRASE,2026-05-11,SPKT | PILLOW | Cloud | Generic | Phrase,Phrase
body pillow for sleeping,6,1,21.04,0,0,PHRASE,2026-05-05,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow for sleeping,32,2,34.0,0,0,PHRASE,2026-05-06,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow for sleeping,24,3,49.59,3558.66,3,PHRASE,2026-05-07,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow for sleeping,19,1,19.11,1270.34,1,PHRASE,2026-05-08,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow for sleeping,71,2,35.85,0,0,PHRASE,2026-05-09,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow for sleeping,49,2,32.06,0,0,PHRASE,2026-05-11,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow memory foam,6,1,13.35,0,0,PHRASE,2026-05-08,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow memory foam,11,1,18.2,0,0,PHRASE,2026-05-09,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillow pillowcase,3,1,8.08,0,0,PHRASE,2026-05-08,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillows,84,1,24.04,0,0,EXACT,2026-05-05,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillows,49,1,21.63,0,0,EXACT,2026-05-06,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillows,80,1,26.88,0,0,EXACT,2026-05-10,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body pillows,53,1,21.95,0,0,EXACT,2026-05-11,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body size pillow,6,1,21.04,0,0,PHRASE,2026-05-07,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body size pillow,7,1,16.49,0,0,PHRASE,2026-05-11,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
body-length pillow,3,1,21.04,0,0,PHRASE,2026-05-08,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
boho pillow cover,9,1,12.06,0,0,PHRASE,2026-05-10,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
bolster long pillow,1,1,12.5,0,0,PHRASE,2026-05-09,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
bolster memory foam pillow,23,1,13.35,0,0,PHRASE,2026-05-09,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
bolster pillow,4,1,13.35,0,0,PHRASE,2026-05-06,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
bolster pillow,10,2,25.96,0,0,PHRASE,2026-05-07,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
bolster pillow,21,1,13.35,0,0,PHRASE,2026-05-09,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
bolster pillow cover set of 4,4,1,27.43,0,0,PHRASE,2026-05-10,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
bolster pillow extra long,3,1,13.35,0,0,PHRASE,2026-05-10,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
bolster pillows cotton,1,1,13.35,0,0,PHRASE,2026-05-06,SPKT | Pillow | Cuddle Pillow | Generic | Phrase,Cuddle Pillow
bombay dyeing ac comforter double bed cotton,52,1,23.09,0,0,PHRASE,2026-05-07,SPKT | BEDDING | COMFORTOR | GENERIC | PHRASE {},PHRASE
bombay dyeing comforter,25,1,20.13,0,0,PHRASE,2026-05-05,SPKT | BEDDING | COMFORTOR | GENERIC | PHRASE {},PHRASE
bombay dyeing comforter double bed,4,1,8.95,0,0,PHRASE,2026-05-07,SPKT | BEDDING | COMFORTOR | GENERIC | PHRASE {},PHRASE
bombay dyeing cotton pillow covers,3,1,22.5,0,0,PHRASE,2026-05-10,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
bombay dyeing pillow cover,38,1,19.73,0,0,PHRASE,2026-05-10,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
bombay dyeing pillow cover cotton,5,1,14.05,0,0,PHRASE,2026-05-06,SPKT | BEDDING | Pillow Cases | Generic | Phrase,SPKT | BEDDING | Pillow Cases | Generic | Phrase
bombay dyeing single comforter,4,1,8.71,0,0,PHRASE,2026-05-08,SPKT | BEDDING | COMFORTOR | GENERIC | PHRASE {},PHRASE
bond foam mattress,15,1,19.34,0,0,PHRASE,2026-05-06,SPKT | MATTRESS | Original | Generic | All Size | Phrase,Phrase
bonded foam extra firm mattress,11,1,54.68,0,0,PHRASE,2026-05-08,SPKT | MATTRESS | Latex | Generic | All Size | Phrase,Queen
bonded foam extra firm mattress,6,1,34.08,0,0,PHRASE,2026-05-08,SPKT | MATTRESS | Latex Ortho | Generic | Phrase,King
bonded foam mattress 5 inch,74,1,15.93,0,0,EXACT,2026-05-03,SPKT | MATTRESS | ORIGINAL | GENERIC | ALL SIZE | EXACT {},HIGH CTR KW
